Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,Principal Component 7,Principal Component 8,Principal Component 9,Principal Component 10,Principal Component 11,Principal Component 12,Principal Component 13,Principal Component 14,Principal Component 15,Principal Component 16,Principal Component 17,Principal Component 18,Principal Component 19,Principal Component 20,Principal Component 21,Principal Component 22,Principal Component 23,Principal Component 24,Principal Component 25,Principal Component 26,Principal Component 27,Principal Component 28,Principal Component 29,Principal Component 30,Principal Component 31,Principal Component 32,Principal Component 33,Principal Component 34,Principal Component 35,Principal Component 36
-1.8220172183051935,-0.1107483098493203,-3.6338600168462634,-0.5642655033266439,1.2755669305394728,-2.542386647920733,-1.7525959015663473,-0.09810672749579583,-0.01636778139885678,0.03998139333739697,0.36483971895014217,-0.8262925180510945,-0.64471739315851,2.008465298497257,0.5058758614290605,0.16015118756013477,-2.6158065306154517,0.18703965705949818,-1.273207892431588,-0.6287845903789345,-0.4355258561257813,2.2736272973984644,-0.2212709015483483,-0.23421970006195467,1.0275220875599629,0.6300040580170146,-0.26403958571479275,0.6520485438050253,0.16311596401069514,0.29087041025099236,-0.4013941778753481,-0.00767939851265567,0.43996969675451025,-0.5725085071587522,1.063608158059424,-0.34444626959716657
-2.277243239218168,0.090283110033826,-0.04501256187725766,0.41669514515877903,-1.0460990937849357,-0.09372672959830752,1.9463871673017428,0.20437049682720523,0.24927388877726714,-0.28264784383732555,-1.2509481419789987,0.04453716785222862,0.37383564765476124,-0.38423430050736385,0.6187186049927985,0.7660909148302367,-0.2972564579573472,-1.5131683963899318,0.4977863260868481,-0.6761661803154054,1.0660842657060414,-0.22526105146066808,-1.000336994822018,1.2042262817002127,-1.0651450067013675,-0.6958036565248025,-0.21204823242296683,-0.14337923055832458,-0.12931640088390886,-0.7857882225352415,0.7223221489851911,-0.058141422587383744,-0.23717155819382363,-0.5464428708114736,0.712687833400762,-0.39120358342965633
11.218966992660885,-3.479386788634881,-0.17477605130923596,-1.7660455527676249,-1.425983562593337,-0.3570887525854884,-0.7225631185600534,-4.4706469029805795,0.6962428690949402,3.4268814984011136,-0.161006129729657,1.0300014770253387,3.7420988696071804,0.14864000569579658,0.9102819269568775,0.00932645006939708,1.240454899722057,-0.3385410440612052,-0.9139975727455188,-0.4673001533238151,-0.002335754920060195,-0.9661173239999347,-1.5197763257082302,-2.6551315269736784,1.082139300146547,-0.6397247815760735,0.3729116176770745,-0.24155706149646874,0.03797346571506044,-0.8354421324765507,-2.0137748790067924,-1.324177472097702,1.5413470111922654,0.9494867652139658,0.42905587612615836,0.3275544782958174
1.80343108662531,-0.5943725746328494,-1.6064169783637854,4.571877574594713,-1.0980501968520266,0.6316927764409533,0.7743079871723495,-2.9187635082194046,0.5085295608821265,1.6290491545911854,0.7466651460499447,0.0859927419900193,-1.8288139905485803,-0.5825751064017269,2.170710674572418,1.4860252282504223,-1.1949350793199605,1.194905292040912,-1.6934148124222608,-1.4824065070332986,1.1860908223936486,-1.9678408152036893,0.008821419536308796,-0.2928433288025413,0.9819183394179569,0.2552774131706403,-0.05616153654974632,0.2731218013497554,0.0826662951894379,0.30044523384917576,0.003719780580863439,0.13318680892695664,-0.27216521881951883,0.6420377048685161,0.9976280040374531,0.27424843574941393
-2.52589527940608,0.03844720462094676,-1.8977651217723417,2.0127436987971996,4.81510340599108,-0.9449585712217481,0.7533423470778834,0.016180920031033094,0.01398908877957223,0.11571316218865678,-0.15443867877005932,-1.3924495561225823,-0.6619406319959302,0.8906689713722081,1.2770447156884834,-0.39424072408290456,-0.6686041544151552,-1.7439800879482599,0.16443158647102094,-0.8352847555089441,0.3469572134324535,1.009315457356302,-0.987425122048447,0.581839370735503,-0.893018397427501,-0.40771415918303333,0.1821744650486749,0.26493289281130844,0.1265679258794831,-0.6365782090849054,-0.5769671627313805,0.08591748905654854,-0.47002750868876675,-0.22387671523745437,0.559792344904083,0.08782322581827998
-0.7994461127994987,0.07097706895348047,3.0043269428372916,-1.7468300356847035,1.9000226482025955,2.420485766117503,-2.0979973839370003,-0.062903696856036,0.08609305018064711,0.14943736301967653,1.724412091682739,-1.1824278826717363,-1.3471949042362563,-3.720539563289348,-1.5446705916933972,0.2345506653835312,-1.773343223195433,1.0127898662706092,-0.6522317880309888,4.574671736454744,2.523355116729645,1.2671170057678383,-0.6695575044144285,-1.479214662940891,-0.024752002179096223,-2.1652716235326075,0.6142155574610261,-1.0816464570919562,-0.49984863607678093,-0.3016474033833749,-1.678696739418725,0.15777940873322543,0.06298818229892719,0.2606534906196819,0.20327873747170852,-2.0441987688067997
-3.0458658379708554,0.16523020706840577,3.813577734449262,-2.699140453794864,0.8094272113049648,1.8844686271381517,-3.18873376940886,-0.3051639283171281,-0.7229039306894398,-0.30354304202003,2.519892419672148,3.3078623101355817,-0.629892370946455,0.8404731060207677,0.7825295445243793,-0.03217349762707262,2.199541926193245,-0.5475488845183306,0.5166179184619063,1.0238921140014992,0.3081943373844186,0.03378290581311657,-1.019458177533757,0.519781007078999,-1.5160375269095163,0.5468809745215972,-0.5726268908322787,0.07585435237815687,0.5205145677079508,-0.8838683897178242,0.5512285285653586,-0.2701660112166701,0.20969113477884205,-0.0069470472247270855,-1.203602768962496,-0.04556282816533749
-1.3161031819198576,-0.1668707970942371,-6.790980486483562,2.4413280771644104,-0.8151176118984863,-1.7643596870378855,0.5335209203251112,0.300132480482056,-0.02577141814899516,-0.24778796617163346,-0.5777719770294197,-0.4858187292681417,-0.16395672673219344,0.6858988094832329,-0.317442950484842,-0.6275382066585029,0.0694094221138914,-1.0946422765471793,0.6468499756245205,-0.6824363454723943,0.12883288682176086,0.6370285760291977,-0.04479202943216262,0.9124745751361952,-0.7388798599849341,-0.48120011460977213,0.19411816493884346,-0.032489426688250014,0.14329929659714954,-0.6537719752941115,0.00475861798353067,-0.12801921814578496,-0.17145564358964238,0.79450476565198,0.7041936061959736,0.1462063682098623
-1.3661656034800551,-0.21292751549511127,-6.6960322863196655,-0.6074802882310351,-1.9608047077787256,-1.8296058609881691,-1.0121665488963858,0.16969023186059098,0.8532099266848148,-0.3420384302811653,-2.071310148738057,-1.2083578793386982,2.6569515885966855,-3.3453400246386447,-0.3599107267211719,2.451274890074427,0.7155517399791305,-0.302599939052326,4.058447036143386,-2.5809262298112436,-0.6309222606660866,0.4264421778345215,-0.014265145877184447,-0.20022771778135381,-1.6353110945841007,-0.1954376292726289,0.5010639920451692,0.145564501567633,-0.3237011596160444,0.0763709783630735,-0.06586712848970634,2.7147058721527957,2.074608513462133,1.668720612088026,0.5324124290339537,0.6765379756633834
-2.031113655058655,-0.0027951922093770063,-1.569477627947052,0.9151862303162509,-0.98682196708152,1.8626149619094412,0.3197042944511774,-0.06127636923376378,0.015437986297459232,-0.0826610366754891,-1.3098893792883886,-0.19558443996416724,-0.07392895606528634,1.6645184834024052,1.9482113940266181,-0.11856595123178149,-3.972860893212235,0.5988527269163268,0.3593322029278324,0.5633014515268264,-0.20840911940917106,0.4452713082678578,-0.45290671126936166,-0.707044809641887,-1.5132396984497032,-0.25143791124930165,-0.08019961560312064,-0.11101778544792733,0.2118587161123466,0.08254160268994232,0.2279225315194926,-0.3492217872769792,-1.010232991895761,0.42792222490049797,-0.8957983587459001,-0.3896851057873245
